sl.num,Grid Number,City name,Road_length,Network Density ,CA,population
457,G458,Aklvidu,454.4390512,3.848256002,270.89,24506
458,G459,Mogalturru,353.4209333,2.990053404,150.42,24189
459,G460,Balarampur,44.258,0.390149174,185.64,24431
460,G461,Gorantla,136.7482213,1.144015851,179.56,24586
461,G462,Mummidivaram,92.13516738,0.780412324,88,23732
462,G463,Khajuraho,170.3018954,1.521117038,221.57,24481
463,G464,Ashwaraopeta,220.0321731,1.869549688,150.15,24405
464,G465,Yadiki,108.5093478,0.912027019,155.87,24018
465,G466,Kosigi,316.6754005,2.671763317,98.14,24165
466,G467,Chandrakona,128.0064263,1.125249569,313.28,23629
467,G468,Gauripur,173.903355,1.568896384,531.01,23477
468,G469,Koilkuntla,142.2268107,1.19643362,160.41,23859
469,G470,Bagula,161.5122998,1.426028095,219.04,22649
470,G471,Kulgam,204.9640625,1.991883087,471.86,23584
471,G473,Asafabad,82.13744788,0.706266872,262.07,23059
472,G474,Abu,113.7368028,1.013830678,160.01,22943
473,G475,Singur,266.7580675,2.346299098,514.91,21382
474,G476,Curchorem,391.8329846,3.296414074,128.41,22730
475,G477,Pushkar,353.7348552,3.202337642,553.34,21626
476,G478,Bukkarayasamudram,821.8586197,6.896675384,1048.08,22000
477,G479,Ganapavaram,370.905169,3.133404944,656.79,21457
478,G480,Pamarru,460.4763393,3.894028942,166.4,21395
479,G481,Chagallu,458.3062079,3.888653476,445.39,21703
480,G482,Sarapaka,283.2918645,2.412760309,563.49,22149
481,G483,Pakala,395.4014037,3.300695831,151,21565
482,G484,Maruturu,208.8612239,1.763273968,399.42,21434
483,G485,Husnabad,134.956504,1.145581931,124.68,22082
484,G486,Kuppam,216.2828951,1.800348501,359.45,21963
485,G487,Madakasira,207.174858,1.732811508,144.31,21464
486,G488,Mailavaram,306.6742352,2.599393192,189.37,21763
487,G489,Tufanganj,101.1593247,0.914467012,239.53,20998
488,G490,Nellimarla,628.2877392,5.365054901,457.78,20498
489,G491,Kosgi,101.5884734,0.861964329,159.05,21215
490,G492,Kaikalur,278.6476258,2.35923032,236.72,21292
491,G493,Tehata,109.8626331,0.972833487,308.92,21093
492,G494,Parkal,123.2080032,1.052289911,284.84,20257
493,G495,Chagalamarri,122.460051,1.028892344,137.06,21289
494,G496,Nizampatam,75.24637118,0.634987985,76.82,20982
495,G497,Gannavaram,341.3118823,2.889302557,403.71,20728
496,G498,Palkonda,238.1080645,2.038237833,229.11,20760
497,G499,Achampet,191.2985495,1.620190019,137.46,20721
498,G500,Banganapalle,144.4395259,1.21551838,300.47,20749
499,G501,Kamalapuram,283.6308193,2.378929871,161.65,20623
500,G502,Vinjamur,118.0323042,0.991090884,84.72,20639
501,G503,Mundra,188.6986167,1.660195603,697.61,20338
502,G504,Chandragiri,546.6211775,4.565212109,281.76,20299
503,G505,Belur,240.9068527,2.008572637,218.99,20225
