Number,city_ascii,Pixel 0 ,,Pixel 10 (Tree Cover),,Pixel 20 (Shrubland),,Pixel 30 (Grassland),,Pixel 40 (Cropland),,Pixel 50 (Built-up),,Pixel 60 (Bare / sparse vegetation),,Pixel 70 (Snow and ice),,Pixel 80 (Permanent water bodies),,Pixel 90 (Herbaceous wetland),,Pixel 95 (Mangroves),,Pixel 100 (Moss and lichen),
,,PixelSum,Percentage %,PixelSum,Percentage %,PixelSum,Percentage %,PixelSum,Percentage %,PixelSum,Percentage %,PixelSum,Percentage %,PixelSum,Percentage %,PixelSum,Percentage %,PixelSum,Percentage %,PixelSum,Percentage %,PixelSum,Percentage %,PixelSum,Percentage %
239,Nibria,0,0,647049,52.1394911828886,1863,0.150121354138128,38660,3.11523969456791,145703,11.7408114127685,223648,18.0216535750317,159294,12.8359801320875,0,0,16967,1.36720827464392,7812,0.629494373873888,0,0,0,0
240,Kuli,0,0,243556,19.6258489149038,43,0.0034649587911645,6086,0.490412539605285,507896,40.9264816324952,85231,6.86795122627309,90236,7.27125631347724,0,0,307390,24.7696205306061,558,0.0449638838481348,0,0,0,0
241,Beldanga,0,0,225865,18.2003004038692,1007,0.0811445000628527,3568,0.287510999229651,818826,65.9813569100948,69112,5.56907516220842,65961,5.31516620520937,0,0,45261,3.64715115923017,11396,0.918294660095601,0,0,0,0
242,Saranga,1114,0.0896860986547085,657135,52.9047346853338,1428,0.114965663266538,31741,2.55540974631876,134410,10.8211028008792,141882,11.4226598288396,140315,11.2965035302831,0,0,128462,10.3422402202703,5623,0.452697426153883,0,0,0,0
243,Jaynagar-Majilpur,0,0,568775,45.8321380568511,2380,0.191781440069106,8858,0.71378151097989,587763,47.3621993946798,9201,0.741420600872203,59814,4.81983825894685,0,0,189,0.0152297025937231,4016,0.323611035007365,0,0,0,0
244,Panchla,1114,0.0896860986547085,761697,61.3228297010732,463,0.037275281577316,52806,4.25131429583531,248203,19.9823687113058,68947,5.55079662831794,88824,7.15105747478082,0,0,15962,1.28507137049054,4094,0.329600437964432,0,0,0,0
245,Mamidalapadu,0,0,43905,3.53471109644073,75677,6.09261659595366,15334,1.23451224126688,636875,51.2736392106979,249955,20.1234190208597,144523,11.6352818993487,0,0,75554,6.08271409134457,287,0.0231058440878827,0,0,0,0
246,Poranki,0,0,123831,9.97835609462077,14851,1.19670006994382,16135,1.30016535105673,751291,60.5393570970414,225219,18.1482454415647,52760,4.25142385632186,0,0,56770,4.5745514087072,139,0.0112006807435318,0,0,0,0
247,Sundararaopeta,1114,0.0896860986547085,138437,11.1453091916175,384,0.0309151363405817,2334,0.187906063070098,1010000,81.3132492291343,64732,5.21145470207953,23211,1.86867507708657,0,0,1352,0.108847042532465,546,0.0439574594842646,0,0,0,0
248,Tinsukia,0,0,713465,57.439759763628,22028,1.77343391487066,36785,2.96149294345911,353856,28.4882981378461,83699,6.73845311606863,31552,2.54019370265113,0,0,547,0.0440379676518182,178,0.0143304538245405,0,0,0,0
249,Khambhat,1114,0.0896860986547085,99387,8.00146524864948,1309,0.10538519132766,4826,0.388532416613665,463089,37.2824468042283,76456,6.15533245847791,224378,18.0642616193413,0,0,371534,29.9115215238586,17,0.0013686388484111,0,0,0,0
250,Aurangabad,0,0,15462,1.24593471695316,87,0.0070104980193328,6998,0.563901898152774,1049558,84.5738423008616,110766,8.92557268516579,57986,4.67253722010385,0,0,139,0.0112006807435318,0,0,0,0,0,0
251,Chakdaha,0,0,457543,36.8690148880415,269,0.0216761375540291,7464,0.601452381796557,621575,50.0867851306531,47669,3.84118885153538,44503,3.58607118798127,0,0,61417,4.94900869946398,556,0.0448027229741272,0,0,0,0
252,Contai,0,0,491785,39.6282502119266,744,0.0599518451308465,10162,0.818858400832879,658681,53.0768028261171,24557,1.97881379150295,50903,4.10178598480575,0,0,3020,0.243352919751554,1144,0.0921840199323769,0,0,0,0
253,Rayachoti,0,0,29641,2.38848473323041,144344,11.6313025988803,9449,0.761404549249152,943185,76.0022594754536,66487,5.35755151507338,47344,3.81500020950914,0,0,492,0.0396455750058823,54,0.0043513435982066,0,0,0,0
254,Kavali,0,0,164699,13.2596146879101,134005,10.7884969930199,19570,1.57554483902392,651674,52.4650795823236,81067,6.52655561906756,75899,6.11048940915056,0,0,66723,5.37174646367874,48473,3.90247240582557,0,0,0,0
255,Mancheral,0,0,165609,13.3448455917666,29705,2.39364188119865,90296,7.27609113969747,553188,44.5761307852725,146141,11.7761056441761,157387,12.6823132387212,0,0,97968,7.89430425239082,702,0.0565674667766858,0,0,0,0
256,Kairana,0,0,117060,9.43274595566787,1479,0.119178466328659,534,0.043029953360043,1010093,81.3937353545056,75255,6.06408078672292,35005,2.82071819731893,0,0,1498,0.120709494631731,72,0.0058017914642754,0,0,0,0
257,Kadiri,1114,0.0896860986547085,12787,1.02945793850786,394977,31.7988744958176,23986,1.93106890694061,698891,56.2664337297019,49503,3.98539581840578,59093,4.75746914524479,0,0,1663,0.133885082641634,96,0.0077287840851454,0,0,0,0
258,Madgaon,0,0,652982,52.6175749156323,2012,0.162127839251698,239273,19.2807229032165,64597,5.20525448913615,111405,8.97706358441123,51009,4.11032751112816,0,0,96620,7.78568182330966,23098,1.86124693391437,0,0,0,0
259,Ootacamund,1114,0.0896860986547085,573001,46.1312605163794,5,0.0004025408377679,376875,30.3415156467624,168101,13.5335034739274,82870,6.67171184516669,17400,1.40084211543261,0,0,22744,1.83107776283904,0,0,0,0,0,0
260,Faridkot,0,0,74137,5.97399185815265,13959,1.12482232013641,4615,0.371878716772657,894222,72.0567995384353,165473,13.3338866523341,81957,6.60413087552256,0,0,6577,0.529977534174163,56,0.0045125044722142,0,0,0,0
261,Anakapalle,0,0,600652,48.4008006472221,1671,0.134649910233393,76367,6.15368623267118,425721,34.3047842217058,77634,6.25578164635502,49336,3.97551644002076,0,0,9390,0.756650303465926,225,0.0181305983258608,0,0,0,0
262,Garulia,0,0,556008,44.8033676176233,2535,0.204271407804699,16163,1.30242160329284,111223,8.96239794487654,342894,27.6305483659899,83374,6.71831335475699,0,0,85171,6.86311640005286,43628,3.51556330560292,0,0,0,0
263,Sirsilla,0,0,104638,8.42421363647342,87698,7.06040527811546,120910,9.73424253890557,694415,55.906079171732,79856,6.42906022816015,58964,4.74708359163037,0,0,95626,7.69867403048039,3,0.0002415245026607,0,0,0,0
264,Katoya,0,0,208083,16.7523810290554,527,0.0424278043007463,4468,0.359710492629477,866831,69.7869753886532,61184,4.92581172359936,33184,2.67158303209861,0,0,67162,5.40708954923477,671,0.0540209804284644,0,0,0,0
265,Kamareddipet,0,0,40832,3.29026040374022,14102,1.13634532262795,194390,15.6640311491737,830323,66.9077901943278,88197,7.10695280242644,40379,3.25375746577749,0,0,32773,2.64086266192639,0,0,0,0,0,0
266,Bolpur,0,0,190624,15.3330249954755,1231,0.0990166703533149,21098,1.69703794566551,875619,70.4312574151903,79671,6.40841360172133,71159,5.72374268535462,0,0,3702,0.297773934726216,121,0.0097327515132015,0,0,0,0
267,Gumla,0,0,167521,13.4989153873179,624,0.0502821926903873,166119,13.3859416146386,778896,62.763780060532,56363,4.54175517084664,68422,5.51347466067578,0,0,3051,0.245850913298673,0,0,0,0,0,0
268,Simdega,0,0,229469,18.4907122988309,4729,0.381064886591093,231156,18.6266514960564,625020,50.3643847361313,17984,1.44915857907681,104231,8.39897952934578,0,0,28407,2.28904847396768,0,0,0,0,0,0
269,Kottagudem,0,0,371626,29.9457854819838,58461,4.71081292768067,181334,14.6119729636518,450816,36.3269502883168,87060,7.01533284555309,90190,7.26754961337506,0,0,1479,0.119178466328659,30,0.0024174131101147,0,0,0,0
270,Koch Bihar,1114,0.0896860986547085,419554,33.7775237297824,1584,0.1275249374049,8745,0.704043925256217,556660,44.815676550386,62744,5.05140446498297,87163,7.01733340847429,0,0,104484,8.41181537867017,62,0.004991506388323,0,0,0,0
271,Bodhan,0,0,28883,2.32740476198151,2865,0.230862952015961,38929,3.13691583212194,1057563,85.2188886990772,57490,4.63256932334996,35738,2.87978365764273,0,0,19410,1.56406628224426,118,0.0095084915664514,0,0,0,0
272,Karur,1114,0.0896860986547085,89922,7.23945544275467,13589,1.09402548888585,208445,16.7815249857098,302895,24.3855214111472,293348,23.616909935513,310933,25.032646061943,0,0,21864,1.76023057539187,0,0,0,0,0,0
273,Mangalagiri,0,0,194300,15.6567789098434,66390,5.34973521268401,9986,0.804676243920206,724979,58.4191246385967,142836,11.5097872998785,96183,7.75046817233899,0,0,6165,0.496778394128587,157,0.0126511286096006,0,0,0,0
274,Bapatla,0,0,116248,9.36731464082076,94206,7.59116064838243,4547,0.366399247056397,858333,69.164848234805,82787,6.67101263823574,63504,5.11718007149096,0,0,19729,1.58977144164848,1642,0.132313077560282,0,0,0,0
275,Markapur,0,0,32218,2.59148585332502,131779,10.5997707575057,8605,0.692151460918177,900557,72.4371694584649,59707,4.80259003800599,107987,8.68603832773633,0,0,2311,0.185887510305858,61,0.0049065937380602,0,0,0,0
276,Malaut,0,0,18911,1.52385664417935,4261,0.343353242073302,1029,0.0829172696769369,1029735,82.9764962981347,133776,10.7797285406238,52871,4.26036828482928,0,0,387,0.0311846291204806,26,0.0020950913620994,0,0,0,0
277,Badvel,1114,0.0896860986547085,62729,5.05019684246967,320426,25.7969100965293,53780,4.32972925103252,649206,52.2663854248013,59301,4.77421484409593,92844,7.47470030834628,0,0,1933,0.155622287881106,777,0.0625548461891458,0,0,0,0
278,Jorhat,0,0,548591,44.2057025163659,2845,0.229251343275885,30718,2.47526986388353,481801,38.8237351288804,152321,12.2740927448598,19395,1.5628575756892,0,0,5316,0.428365603112339,9,0.0007252239330344,0,0,0,0
279,Basavakalyan,0,0,14011,1.12901250286061,75679,6.09824689201254,5271,0.424739483447167,1056283,85.1157457397123,42459,3.42136477474545,46348,3.73474209425333,0,0,928,0.0747786455395504,17,0.001369867429065,0,0,0,0
280,Beypore,0,0,719046,57.8890758467447,158,0.0127202904734685,12203,0.98244116865656,7150,0.575633398008228,51803,4.17056460377905,25942,2.08854288267545,0,0,421813,33.959391680286,3995,0.321630129376625,0,0,0,0
281,Bishnupur,0,0,286473,23.084119529797,25700,2.07091723099833,77651,6.25715151378409,680237,54.8137947261716,67368,5.42854288007375,95650,7.70751879941595,0,0,7568,0.609832747244955,349,0.0281225725143352,0,0,0,0
282,Koratla,1114,0.0896860986547085,136446,10.9850174300183,34326,2.76352335944482,65366,5.26249688030851,894263,71.9954754409835,74122,5.96742639540781,28434,2.28916923621901,0,0,7824,0.629895902939353,215,0.0173092560240236,0,0,0,0
283,Pulivendla,0,0,77547,6.24877114833569,149061,12.0114005202273,12787,1.03038204796792,795725,64.1198682348694,60548,4.87898429970765,143173,11.5369429071488,0,0,2101,0.169299498145038,54,0.0043513435982066,0,0,0,0
284,Alipur Duar,0,0,409800,33.0218630841679,333,0.026833285522274,6209,0.500323933356755,663485,53.4639112454835,61091,4.92273947700073,73689,5.93789182237493,0,0,26386,2.12619541078295,3,0.0002417413110114,0,0,0,0
285,Jaisalmer,0,0,13113,1.05665127043117,106780,8.60437906326854,1213,0.0977440700856409,75046,6.04723947538912,113874,9.17601668337368,929570,74.9051568256465,0,0,1400,0.112812611805356,0,0,0,0,0,0
286,Tadepalle,0,0,219652,17.6996541487644,58257,4.69437451853189,8989,0.724337548227392,513424,41.3719302882523,236685,19.0721807322505,82021,6.60928802349081,0,0,121803,9.81493896837701,165,0.0132957721056312,0,0,0,0
287,Gadwal,0,0,40484,3.25929265523987,104887,8.44426017019427,7648,0.61572646544992,931806,75.0179935754482,55197,4.44380932445597,43518,3.50355443559749,0,0,58547,4.71351168576052,23,0.0018516878537327,0,0,0,0
288,Jatani,0,0,198539,15.9983593823026,8785,0.707899139078611,136107,10.9675615392797,754343,60.7852885907771,80241,6.465854845624,61096,4.92314237918575,0,0,1766,0.142305051748757,119,0.0095890720034552,0,0,0,0
289,Kodad,0,0,59514,4.79136308378485,8812,0.709437972482308,7356,0.592218080524269,1018964,82.0349244430848,78589,6.32705637986974,40910,3.29358913461771,0,0,27290,2.1970678925377,675,0.0543430130986788,0,0,0,0
290,Nawalgarh,0,0,3416,0.27526277280507,51815,4.17527534335324,3510,0.282837333883429,938264,75.6057231449578,121951,9.82686487305358,122040,9.83403653194692,0,0,0,0,0,0,0,0,0,0
291,Armur,0,0,19278,1.55342966455976,9014,0.726352059152487,106570,8.58745717149773,944204,76.0843709407605,77983,6.28390421886936,61630,4.96617233254579,0,0,22292,1.79629910168929,25,0.0020145109250956,0,0,0,0
292,Jhargram,0,0,549945,44.2750642052636,56807,4.57342747421726,99005,7.970711128644,459406,36.9859352231284,39542,3.18345396140438,36153,2.91061178156524,0,0,1251,0.100715717609552,1,8.05081675535983E-05,0,0,0,0
293,Wanparti,0,0,9247,0.745127300974379,245638,19.7936173847458,44052,3.54972941089254,845031,68.0929672617801,53655,4.32354334744028,30058,2.422086775461,0,0,13229,1.06599860112361,86,0.006929917582329,0,0,0,0
294,Chamrajnagar,0,0,161462,13.0106785195117,3880,0.312652095574845,270484,21.7957189225429,648353,52.2445680727416,73483,5.92129225235214,79231,6.38446860425013,0,0,4103,0.330621533026698,0,0,0,0,0,0
295,Ponnuru,0,0,104674,8.43467666293848,9812,0.79065524788154,444,0.0357777140296987,1058127,85.2643360655474,56192,4.52797591611899,7936,0.639486348062363,0,0,3502,0.282192690387398,309,0.0248993550341822,0,0,0,0
296,Chandralapadu,0,0,408654,32.9295179033615,62287,5.01911367965731,3761,0.303063023571389,725185,58.4357242086195,21951,1.76882117267098,14779,1.19089827847954,0,0,4185,0.337229128861012,194,0.0156326047787422,0,0,0,0
297,Vinukonda,0,0,101929,8.21348336336298,138629,11.1707854014034,2695,0.217164277725311,823904,66.3905443692002,50656,4.08188261686581,96331,7.76239407701556,0,0,26087,2.10210186011881,765,0.0616440343079268,0,0,0,0
298,Tezpur,0,0,294451,23.7269902562136,2877,0.231829917260007,14692,1.18388778046021,386467,31.1416797475576,96151,7.74788959835487,52138,4.20130282450548,0,0,371304,29.9198385812686,22916,1.84658129437968,0,0,0,0
299,Narasapur,0,0,456363,36.773929972377,14275,1.15028573822962,4946,0.398550841420923,563210,45.3837079249248,47203,3.8036383678916,45140,3.6374009263527,0,0,82036,6.61049673004587,27823,2.24198949875745,0,0,0,0
300,Panskura,1114,0.0896860986547085,454814,36.6162417177223,113,0.0090974229335566,7233,0.582315575915177,718348,57.8328811457922,22585,1.81827696419802,35869,2.88774746198002,0,0,1312,0.105626715830321,722,0.0581268969736979,0,0,0,0
301,Rampur Hat,0,0,107975,8.69286939159978,313,0.0251990564442762,6819,0.548985194547987,1005940,80.9863860688667,67479,5.43261063834926,53089,4.27409810725298,0,0,474,0.0381608714204056,21,0.0016906715186255,0,0,0,0
302,Lonavale,0,0,445092,35.8657078669069,2416,0.194682335801244,482521,38.8817530435231,72860,5.87109064009876,112042,9.02839332278267,56626,4.56294782577865,0,0,69412,5.59324929330957,27,0.0021756717991033,0,0,0,0
303,Samalkot,0,0,208730,16.7893985400873,3808,0.306300146795632,17443,1.40304450119649,848492,68.2492710490861,93469,7.51826901807798,50744,4.08164250236281,0,0,17126,1.37754630095116,3413,0.274527941442619,0,0,0,0
304,Kalna,0,0,336945,27.1511753462541,475,0.0382757075768173,4617,0.372039877646664,688671,55.4934101318618,54443,4.3870407317993,82856,6.67657268838901,0,0,59698,4.8104909282544,13291,1.07099458821785,0,0,0,0
305,Kothapet,1114,0.0896860986547085,97962,7.8867411098856,22533,1.81409053948523,101737,8.19065944240043,858870,69.146049866759,57893,4.66085934418047,94923,7.64207678869021,0,0,7077,0.569756301776815,1,8.05081675535983E-05,0,0,0,0
306,Macherla,0,0,28966,2.33199958135753,280328,22.5686935939651,20490,1.64961235317323,759806,61.1705887562293,51078,4.1121961823027,92272,7.42864963650562,0,0,9169,0.738179388298943,1,8.05081675535983E-05,0,0,0,0
307,Kandukur,1114,0.0896860986547085,253330,20.3951340863531,131038,10.5496292598884,6357,0.511790421138225,741679,59.7112172029852,48558,3.90931560006763,53643,4.31869963207767,0,0,3534,0.284515864134416,2857,0.23001183470063,0,0,0,0
308,Sattenapalle,0,0,58444,4.7094430602516,24680,1.98872518525442,113,0.0091055893814323,1072213,86.3993921011833,52354,4.2187081988983,27332,2.20242450418857,0,0,5689,0.458422106114766,171,0.0137792547276542,0,0,0,0
309,Bobbili,0,0,277025,22.3227955609849,3343,0.26938040090379,105067,8.46634477468098,746349,60.1411285773685,35503,2.86084725494683,62451,5.03232887132594,0,0,10584,0.852863345248494,674,0.0543112145405786,0,0,0,0
310,Vrindavan,0,0,52383,4.22104503157142,469,0.0377922249547943,9357,0.7539911490448,815868,65.7429999774375,179824,14.490296503776,129666,10.4485429445381,0,0,53429,4.30533216867742,0,0,0,0,0,0
311,Gangarampur,0,0,267532,21.5578454725076,181,0.0145850590976924,4942,0.398228519672908,865435,69.7371304984061,44691,3.60122031013799,36351,2.92917946552608,0,0,20573,1.65778133047971,1291,0.104029344171939,0,0,0,0
312,Kandi,0,0,202541,16.3062047644734,26,0.0020932123563935,2632,0.211897497001071,937946,75.5123137242273,40349,3.24842405262014,54555,4.39212308088656,0,0,2227,0.179291689141863,1834,0.147651979293299,0,0,0,0
313,Belampalli,1114,0.0896860986547085,130535,10.509133651609,32298,2.60025279564612,231614,18.6468187197591,711298,57.2652985645394,47618,3.83363792256724,81388,6.55239874085226,0,0,6164,0.49625234480038,81,0.0065211615718414,0,0,0,0
314,Pithoragarh,0,0,677076,54.5590799648025,9,0.0007252239330344,305035,24.5798536014621,150674,12.1413767651145,69179,5.57447405148768,38945,3.138205119114,0,0,78,0.0062852740862984,0,0,0,0,0,0
315,Puttur,0,0,514295,41.4421158488827,292192,23.5449590490219,8607,0.69355582129193,308300,24.8429487282795,48798,3.9321641649127,61644,4.96730045866385,0,0,6210,0.500404513793759,950,0.0765514151536346,0,0,0,0
316,Islampur,1114,0.0896860986547085,250607,20.1759103461046,1433,0.115368204104306,4394,0.353752888230511,863819,69.5444847879817,42616,3.43093606846415,78002,6.27979808551578,0,0,34,0.0027372776968223,91,0.0073262432473774,0,0,0,0
317,Punganuru,0,0,40140,3.23449874133357,99815,8.04313631953689,4374,0.352458831454735,960544,77.401055281403,43917,3.53885105189702,89443,7.20735602693321,0,0,2689,0.216680795103288,74,0.0059629523382831,0,0,0,0
318,Nandod,0,0,291556,23.4726392992569,4369,0.351740184041671,32161,2.58922317669128,773797,62.2969785284717,39347,3.16775486873143,62847,5.05969680624099,0,0,38033,3.061967136566,0,0,0,0,0,0
319,Palmaner,0,0,89531,7.21444710538954,293911,23.6834768202315,6597,0.53158914291424,724873,58.4105831122743,59615,4.80380275198309,65140,5.24900966642922,0,0,1270,0.102337154994859,59,0.0047542457832257,0,0,0,0
320,Jalor,0,0,9883,0.796376458908812,446301,35.9631296152445,33762,2.72055671412317,561781,45.2685584804464,98476,7.93523911438876,84988,6.84837018008116,0,0,5805,0.46776943680721,0,0,0,0,0,0
321,Kaliyaganj,0,0,235393,18.9510590849442,62,0.004991506388323,2212,0.178084066628559,916696,73.8015151637134,31861,2.5650707264252,55637,4.47923291817955,0,0,51,0.0041059165452335,198,0.0159406171756124,0,0,0,0
322,Vikarabad,0,0,138768,11.1819860821469,46655,3.7594802884135,186819,15.0539566606178,772425,62.2423440526803,37514,3.02289451376153,57672,4.64723496288465,0,0,1143,0.092103439495373,0,0,0,0,0,0
323,Baduria,0,0,582544,46.8995499593434,3153,0.253842252296496,3108,0.250219384756584,497813,40.0780124143594,11813,0.951042983310657,114393,9.20957081095877,0,0,28252,2.27451674972426,1034,0.0832454452504206,0,0,0,0
324,Dholka,0,0,42403,3.41685227027323,7023,0.56591640907787,1978,0.159388104393568,1044652,84.1785146769208,90725,7.31066014717211,44789,3.60911719296436,0,0,9387,0.756408562154914,39,0.0031426370431492,0,0,0,0
325,Tuni,0,0,701624,56.5371685323724,593,0.0477841991432688,20141,1.62297058169406,386290,31.1274170102079,66771,5.38043635918246,62167,5.00944402721685,0,0,2273,0.183159333309696,1137,0.0916199568733501,0,0,0,0
326,Jaggayyapeta,0,0,143517,11.5646625774781,295057,23.7758220010379,22259,1.79363994726816,556565,44.8482509210344,69063,5.56512672079523,139351,11.2289644769202,0,0,14966,1.20596682019926,218,0.017566535266834,0,0,0,0
327,Venkatagiri,0,0,128379,10.3448359221142,230242,18.5530009766349,30345,2.4452133608811,729808,58.8082475688882,35903,2.89307942974836,65244,5.25739003187762,0,0,20777,1.67421973962849,298,0.0240129702271401,0,0,0,0
328,Sihor,1114,0.0896860986547085,70955,5.71245702876557,161121,12.9715564644033,2993,0.24096094548792,811043,65.295585737173,78931,6.35459017317307,97926,7.88384281585367,0,0,18003,1.44938854046743,24,0.0019321960212863,0,0,0,0
329,Jangaon,1115,0.0896860986547085,50355,4.05035291278731,15065,1.21176778137505,116368,9.36017213296065,932326,74.9925395644393,69978,5.62874781314726,24675,1.98475738502685,0,0,33343,2.68197631160892,0,0,0,0,0,0
330,Mandamari,0,0,145544,11.7279991232848,38077,3.06826129979468,147261,11.8663557336204,765475,61.6823100155037,45092,3.63353306537652,93780,7.5568333822188,0,0,5763,0.464385058453049,4,0.0003223217480153,0,0,0,0
331,Diu,1115,0.0896860986547085,63304,5.09191819662571,13533,1.08853988618311,8154,0.655874841641698,195152,15.6972390355728,36852,2.96422610549177,42239,3.39753463773653,0,0,753140,60.5795411128316,3698,0.29745219087454,126038,10.1379878943876,0,0
332,Metpalli,1114,0.0896860986547085,94328,7.59417442899582,56834,4.57560119474121,177494,14.2897166917584,790225,63.6195667050422,58480,4.70811763853443,44159,3.55516017099935,0,0,19476,1.56797707127388,0,0,0,0,0,0
333,Repalle,0,0,122564,9.87626068093693,10147,0.817649694277822,1566,0.126188964347991,888757,71.6164274502094,39843,3.21056635154344,25785,2.07776656814365,0,0,151160,12.1805388574983,1174,0.0946014330424916,0,0,0,0
334,Peddapuram,0,0,323456,26.0642258315095,4505,0.363014868702236,15807,1.27373496771948,722635,58.2302440942598,95443,7.69083864895616,65688,5.29316774590732,0,0,10117,0.815232281167707,3345,0.269541561777798,0,0,0,0
335,Bhadrachalam,0,0,211149,17.0144786929208,8703,0.701291543244297,153782,12.3918207633224,542582,43.7214946704099,83946,6.76440536472317,83619,6.73805556182292,0,0,157132,12.6617652272852,83,0.0066881762713175,0,0,0,0
336,Ajodhya,1114,0.0896860986547085,88579,7.13133297373019,334,0.0268897279629018,14400,1.15931761277182,696870,56.1037267230761,152443,12.2729065863732,175852,14.1575222806354,0,0,112353,9.04533414914943,165,0.0132838476463437,0,0,0,0
337,Bhainsa,0,0,20858,1.67923935883295,4117,0.331452125818164,60539,4.87388395552729,971975,78.2519261579087,49195,3.96059930279927,35268,2.83936205328031,0,0,100158,8.0635370458333,0,0,0,0,0,0
338,Prattipadu,0,0,35771,2.88244281206386,29733,2.39589813343476,3229,0.260194231085354,1101234,88.7379169634713,43608,3.51395169686284,20248,1.63159268845347,0,0,6148,0.495408526699522,1025,0.0825949479289216,0,0,0,0
339,Jasdan,0,0,22564,1.81821698055433,62608,5.04497999993554,2099,0.169138337271031,1042005,83.9652182601717,53716,4.32845875409752,50596,4.07704779064558,0,0,7102,0.572282263601172,306,0.0246576137231707,0,0,0,0
340,Vuyyuru,0,0,96317,7.75430517425993,14546,1.17107180523464,8959,0.721272673112687,1052588,84.7419310689069,54338,4.37465280852743,14458,1.16398708648992,0,0,721,0.0580463888061443,183,0.0147329946623084,0,0,0,0
341,Nandikotkur,0,0,3510,0.282837333883429,23440,1.88880544336968,16064,1.29444414002946,1102272,88.8215594570813,28683,2.31128867458074,61115,4.92467340748882,0,0,3543,0.285496488304555,2369,0.190895055262064,0,0,0,0
342,Dhupgari,0,0,451053,36.3460478518867,542,0.0436745968560736,2516,0.202740379501626,720695,58.0739180464724,24527,1.97639637839284,41536,3.34698903139092,0,0,0,0,127,0.0102337154994858,0,0,0,0
343,Jammalamadugu,0,0,36853,2.969630844902,84320,6.79454244816261,69706,5.61693994178869,803726,64.764592311337,65340,5.26512575382999,122892,9.90269106427418,0,0,58159,4.68647763570551,0,0,0,0,0,0
344,Rameswaram,0,0,215632,17.3601371859175,28087,2.26123290207792,112378,9.04734685333827,5210,0.419447552954247,57162,4.60200787369879,157738,12.6991973335695,0,0,647066,52.0940979462367,18837,1.51653235220713,0,0,0,0
345,Murshidabad,0,0,465278,37.4923045682661,140,0.0112812611805356,6237,0.502580185592862,623365,50.23102411289,32634,2.62966198118286,71764,5.78277448114257,0,0,38599,3.11032428791068,2979,0.240049121834398,0,0,0,0
346,Sainthia,0,0,126205,10.1605332861019,437,0.0351820692209224,11243,0.905153327805106,966723,77.8290972619172,51897,4.17813237152909,42718,3.43914790155461,0,0,42763,3.44277076909453,124,0.0099830127766461,0,0,0,0
347,Charkhi Dadri,0,0,22469,1.8089380167618,13504,1.08718229464379,822,0.0661777137290578,1032572,83.1304795871541,119653,9.6330437722907,50028,4.02766260637142,0,0,3062,0.246516009049118,0,0,0,0,0,0
348,Nandigama,0,0,283098,22.8121605549091,74471,6.00090572411192,20242,1.63110920583145,741625,59.7604665929624,54779,4.41411575863258,21322,1.71813607779558,0,0,45459,3.66310608575692,0,0,0,0,0,0
349,Nidadavole,0,0,273450,22.0347204986962,190,0.0153102830307269,6881,0.554473987023326,861473,69.417870806997,65816,5.30348204184381,27275,2.19783141927935,0,0,5019,0.404433213322203,892,0.0718777498074127,0,0,0,0
350,Addanki,0,0,328025,26.4086916617691,64111,5.16145913002874,2338,0.188228095740313,736162,59.267053642592,37966,3.05657308933991,49818,4.01075589118516,0,0,17385,1.39963449291931,6305,0.507603996425437,0,0,0,0
351,Nilothi,0,0,19544,1.57486406080277,7191,0.579453922494512,966,0.0778407021456958,1019981,82.1905147155994,66568,5.36407853047069,125792,10.1363743315853,0,0,911,0.0734087781104854,43,0.0034649587911645,0,0,0,0
352,Mahbubabad,0,0,174331,14.0350693577863,16316,1.31357126180451,82948,6.67799148223587,835595,67.272222266949,53224,4.28496670987272,51757,4.16686122807159,0,0,27881,2.24464821956187,58,0.0046694737181087,0,0,0,0
353,Berubari,0,0,389492,31.3854355694942,1805,0.145447688791906,6735,0.542709243220768,811811,65.416085144513,4896,0.394521819570732,21774,1.75455843532131,0,0,4478,0.360839196903133,5,0.0004029021850191,0,0,0,0
354,Akbarpur,1115,0.0896860986547085,129392,10.407770114018,464,0.0373222867944257,5341,0.429608477950492,931825,74.9522411470168,84219,6.77423636107704,72409,5.8242876390034,0,0,18460,1.48484787548513,0,0,0,0,0,0
355,Karsiyang,0,0,1178109,94.9325380581404,2426,0.195488140171282,9289,0.748511679328539,14157,1.14077724666316,20934,1.68687086823809,11041,0.889688604959242,0,0,5040,0.406125402499283,0,0,0,0,0,0
356,Rajgir,0,0,363472,29.2887325986546,881,0.0709913650003706,50240,4.04836115507222,710070,57.2177509033067,53940,4.34650877198637,47841,3.85504868670004,0,0,14537,1.17139781272462,15,0.0012087065550573,0,0,0,0
357,Nalhati,0,0,88953,7.16787161280133,41,0.0033037979171568,3015,0.242950017566535,996760,80.3193563879336,51859,4.17882088258141,99375,8.00768092725521,0,0,982,0.0791299891377571,11,0.000886384807042,0,0,0,0
358,Memari,0,0,176254,14.1898865639919,49,0.0039449002101263,1808,0.145558766936906,982675,79.1133635507322,35319,2.84346796982554,44453,3.57882957226011,0,0,1492,0.120118185989969,60,0.0048304900532158,0,0,0,0
359,Rajaori,0,0,460462,37.1042291836557,3518,0.28348197737946,440425,35.48963896741,205875,16.5894974681627,38153,3.07438541300697,77942,6.2806004209522,0,0,14621,1.17816656943294,0,0,0,0,0,0
