Pixel 0,Pixel 10 (Tree Cover),Pixel 20 (Shrubland),Pixel 30 (Grassland),Pixel 40 (Cropland),Pixel 50 (Built-up),Pixel 60 (Bare / sparse vegetation),Pixel 70 (Snow and ice),Pixel 80 (Permanent water bodies),Pixel 90 (Herbaceous wetland),Pixel 95 (Mangroves),Pixel 100 (Moss and lichen),Road_length,Network Density ,CA,population
0,102.12,419.8,253.52,9826.61,1065.27,588.62,0,163.6,1.56,0,0,322.2674538,2.751896105,710.44,112085
0,5372.03,25.38,172.02,1213.18,3443.13,792.84,0,954.1800000000001,437.2,0,0,1126.012517,9.903253239,2484.43,111251
0,4253.61,11.55,164.24,1011.75,4758.72,1113.31,0,1085.25,22.67,0,0,1502.433325,13.20630332,4011.79,108496
0,5047.39,10.78,63.22,6473.78,361.54,361.84000000000003,0,35.47,67.08,0,0,209.5058119,1.846192713,296.05,108864
0,966.91,977.48,107.31,7151.4400000000005,1394.3600000000001,1803.4,0,9.06,0,0,0,179.0927917,1.50432343,1031.73,108171
0,3001.16,0.06,1275.26,5536.01,1408.21,1125.8500000000001,0,63.410000000000004,0,0,0,292.6788087,2.847237269,965.17,108505
0,3092.66,7.15,64.71000000000001,5721.2,839.9200000000001,581.63,0,2094.41,19.42,0,0,274.098498,2.481953062,522.26,107341
0,499.74,80.52,711.98,9113.02,1181.56,495.12,0,327.94,0.08,0,0,373.9866728,3.175982136,856.27,106805
0,1581.22,24.55,102.67,9227.36,916.02,488.38,0,60.59,9.17,0,0,443.3545053,3.75887156,629.66,104032
0,4693.02,26.25,169.93,3561.82,1608.0900000000001,1417.8700000000001,0,905.5500000000001,27.43,0,0,453.2190327,3.991076492,1573.39,100575
0,1149,18.22,1414.83,3951.82,763.54,783.52,0,4262.4800000000005,66.55,0,0,441.6324556,3.650448248,558.42,102905
0,870.85,3226,642.01,5566.4800000000005,1160,864.64,0,78.89,1.09,0,0,208.5611422,1.871645681,670.85,103286
0,5546.91,8.05,211.14000000000001,1573.28,3390.06,796.6700000000001,0,833.37,61.620000000000005,0,0,931.2608728,8.191592267,2326.56,101477
11.14,1352.96,129.44,27.25,9546.78,947.5,324.32,0,80.4,1.31,0,0,323.7678628,2.734730837,650.74,101398
11.14,11522.19,0,280.54,1.85,343.71,259.72,0,1.6400000000000001,0,0,0.31,423.0573201,3.857892738,207.8,100286
0,2695.73,0.01,51.69,5220.1,1370.15,693.5500000000001,0,2386.84,3.0300000000000002,0,0,260.248756,2.321402777,987.12,95706
0,10385.49,43.31,456.1,389.76,741.15,393.85,0,0.3,0,0,0,401.3241479,3.608238024,668.23,99039
11.14,930.1700000000001,41.17,480.11,29.27,785.83,163.34,0,9979.84,0.23,0,0,201.7721392,1.698673258,84.94,94393
0,3403.34,3.75,268.36,6468.27,1009.7900000000001,558.75,0,680.11,17.59,0,0,266.9333497,2.377129721,805.23,88165
0,7655.18,8.3,371.93,1460.54,611.11,1043.02,0,1116.78,143.1,0,0,139.3779333,1.22306268,709.94,76837
11.14,3146.2200000000003,4.95,31.75,7725.99,1071.57,392.14,0,32.4,4.94,0,0,329.2297079,2.790098427,841.91,77962
0,1466.18,57.22,392.91,8287.210000000001,910.04,635.58,0,658.58,2.24,0,0,130.3854937,1.156210968,782.13,67864
0,4872.2,4.46,34.410000000000004,3251.36,387.5,792.21,0,3038.66,29.16,0,0,133.7079471,1.17180173,439.18,65306
0,4905.09,16.990000000000002,316.77,1316.68,4047.01,1530.2,0,191.61,85.61,0,0,886.0376598,7.783227588,3856.39,63957
0,3066.03,2907.87,169.70000000000002,4891.33,457.40000000000003,888.13,0,13.700000000000001,15.8,0,0,119.647989,0.998233497,406.92,62253
0,2695.12,12.99,113,607.3100000000001,6728.52,1188.73,0,1062.07,13.36,0,0,1607.332667,14.119305,5657.7,35282
0,10648.67,6.71,101.95,211.73000000000002,694.35,746.5500000000001,0,0,0,0,0,109.7921068,0.999181806,671.1,59490
0,661.74,80.69,45.79,4418.06,6140.68,897.4300000000001,0,165.17000000000002,0.4,0,0,1875.131487,17.31046878,3846.41,54541
0,8490.09,17.45,554.08,2116.16,523.17,642.09,0,8.81,58.11,0,0,256.0153366,2.244718408,506.07,53128
0,938.96,1.19,17.32,10447.960000000001,637.73,374.3,0,0.4,3.24,0,0,114.1902293,0.968316871,522.87,56063
0,2092.39,27.69,1302.71,1447.21,573.36,911.85,0,6050.59,4.16,0,0,159.0419554,1.355977921,430.03,55082
0,1888.4,41.76,132.45,9316.460000000001,644.01,314.92,0,36.22,58.03,0,0,246.5479418,2.093376757,451.51,54859
0,5797.35,94.97,26.990000000000002,5584.75,435.44,388.03000000000003,0,43.95,49.620000000000005,0,0,167.7468019,1.420384,420.98,53231
0,2381.6,1182.73,842.66,1314.49,6041.88,527.03,0,128.4,2.31,0,0,2305.015704,19.6021159,4132.39,43692
0,6226.25,29.080000000000002,90.41,5380.51,85.16,434.3,0,50.43,113.82000000000001,0,0,125.8049588,1.107008003,76.45,45377
0,3349.26,3.24,80.55,4550.42,225.07,557.28,0,3633.21,10.93,0,0,120.2187828,1.052783492,185.22,41802
0,2672.05,2.2800000000000002,250.53,1518.95,949.21,828.86,0,6102.06,63.39,22.63,0,281.3117206,2.434624851,769.66,39737
0,1885.5,13.99,460.82,8670.17,458.91,539.79,0,286.64,94.14,0,0,439.3110993,3.756635236,303.66,39799
0,2970.84,0.19,43.58,5334.84,1479.93,571.44,0,2004.6200000000001,4.5200000000000005,0,0,236.428646,2.108565216,929.24,36925
0,7322.38,5.14,251.52,1548.45,558.33,1005.84,0,1610.3600000000001,107.94,0,0,176.4220504,1.547967734,591.13,37047
0,2118.76,21.66,2272.1,5591.62,541.99,776.72,0,1086.96,0.15,0,0,189.0100196,1.675480344,429.16,39098
0,4146.59,60.88,870.0600000000001,484.04,1133.98,832.5600000000001,0,4788.07,93.78,0,0,662.9543036,5.583306739,160.96,40017
11.14,11328.800000000001,0.08,103.60000000000001,533.69,288.53000000000003,151.91,0,0.78,2.57,0,0,485.421804,4.014643461,420.28,33721
0,5617.46,16.03,227.51,1222.06,2694.89,1657.73,0,936.21,38.07,0,0,490.4118112,4.306093773,2710.34,29114
0,4701.4800000000005,13.290000000000001,448.66,4449.24,329.58,260.23,0,2128.78,78.7,0,0,79.72122534,0.677487565,187.73,32957
0,2593.9900000000002,0.3,25.36,8959.24,203.17000000000002,544.3,0,80.82000000000001,2.7800000000000002,0,0,118.9573398,1.046903771,311.18,30947
0,6470.49,18.63,386.6,1457.03,2236.48,1592.94,0,169.67000000000002,78.12,0,0,441.020388,3.873508313,2388.05,27818
0,2435.56,0.43,60.86,5078.96,852.3100000000001,902.36,0,3073.9,5.58,0,0,178.5094312,1.593000965,668.74,28092
0,2258.65,10.07,35.68,8188.26,691.12,659.61,0,452.61,113.96000000000001,0,0,60.86104148,0.539747837,719.46,29205
11.14,6571.35,14.280000000000001,317.41,1344.1000000000001,1418.82,1403.15,0,1284.6200000000001,56.230000000000004,0,0,320.4564716,2.813191658,1533.94,25200
0,5687.75,23.8,88.58,5877.63,92.01,598.14,0,1.8900000000000001,40.160000000000004,0,0,152.2672992,1.333286743,118.46,25922
11.14,7616.97,4.63,528.0600000000001,2482.03,689.47,888.24,0,159.62,40.94,0,0,147.748527,1.297040193,672.17,26432
0,439.05,756.77,153.34,6368.75,2499.55,1445.23,0,755.54,2.87,0,0,861.1262749,7.264434788,1632.1,26694
0,1238.31,148.51,161.35,7512.91,2252.19,527.6,0,567.7,1.3900000000000001,0,0,1024.669863,8.671542122,1598.7,25545
11.14,1384.3700000000001,3.84,23.34,10100,647.32,232.11,0,13.52,5.46,0,0,351.3442354,2.978322339,436.03,24112
0,7134.650000000001,220.28,367.85,3538.56,836.99,315.52,0,5.47,1.78,0,0,162.4105108,1.483124475,948.81,99507
11.14,993.87,13.09,48.26,4630.89,764.5600000000001,2243.78,0,3715.34,0.17,0,0,93.33538273,0.818055992,548.4,98700
0,154.62,0.87,69.98,10495.58,1107.66,579.86,0,1.3900000000000001,0,0,0,258.2926932,2.305592285,769.56,95929
0,4575.43,2.69,74.64,6215.75,476.69,445.03000000000003,0,614.17,5.5600000000000005,0,0,120.197231,1.059270748,481.72,95203
0,4917.85,7.44,101.62,6586.81,245.57,509.03000000000003,0,30.2,11.44,0,0,169.6874737,1.481793711,348.38,92226
0,296.41,1443.44,94.49,9431.85,664.87,473.44,0,4.92,0.54,0,0,287.6775704,2.407290646,470.06,91234
0,1646.99,1340.05,195.70000000000002,6516.74,810.6700000000001,758.99,0,667.23,484.73,0,0,256.8705044,2.157657308,456.77,90099
0,1656.0900000000001,297.05,902.96,5531.88,1461.41,1573.8700000000001,0,979.6800000000001,7.0200000000000005,0,0,301.5505724,2.585312461,1096.77,89935
0,1170.6000000000001,14.790000000000001,5.34,10100.93,752.5500000000001,350.05,0,14.98,0.72,0,0,71.71586466,0.66656603,465.43,89000
11.14,127.87,3949.77,239.86,6988.91,495.03000000000003,590.9300000000001,0,16.63,0.96,0,0,196.9027043,1.648177494,322.53,89429
0,6529.82,20.12,2392.73,645.97,1114.05,510.09000000000003,0,966.2,230.98000000000002,0,0,655.6298204,5.516246026,154.81,87650
11.14,5730.01,0.05,3768.75,1681.01,828.7,174,0,227.44,0,0,0,481.2812235,3.986695233,483.81,88430
0,741.37,139.59,46.15,8942.22,1654.73,819.57,0,65.77,0.56,0,0,377.1522448,3.549918595,954.33,87695
0,6006.52,16.71,763.67,4257.21,776.34,493.36,0,93.9,2.25,0,0,282.2204898,2.40347632,560.74,86519
0,5560.08,25.35,161.63,1112.23,3428.94,833.74,0,851.71,436.28000000000003,0,0,956.4427221,8.413097806,2372.71,85336
0,1046.38,876.98,1209.1000000000001,6944.150000000001,798.5600000000001,589.64,0,956.26,0.03,0,0,243.4379826,2.081253086,579.62,83186
0,2080.83,5.2700000000000005,44.68,8668.31,611.84,331.84000000000003,0,671.62,6.71,0,0,123.8140662,1.095738404,572.45,81615
0,408.32,141.02,1943.9,8303.23,881.97,403.79,0,327.73,0,0,0,445.0121621,3.803234871,574.26,80315
0,1906.24,12.31,210.98000000000002,8756.19,796.71,711.59,0,37.02,1.21,0,0,161.3946791,1.428535496,794.42,80210
0,1675.21,6.24,1661.19,7788.96,563.63,684.22,0,30.51,0,0,0,133.826741,1.179079634,445.92,80129
0,2294.69,47.29,2311.56,6250.2,179.84,1042.31,0,284.07,0,0,0,48.28296121,0.42410225,227.52,80129
0,3716.26,584.61,1813.3400000000001,4508.16,870.6,901.9,0,14.790000000000001,0.3,0,0,280.7232364,2.389045483,775.1,79819
11.14,4195.54,15.84,87.45,5566.6,627.44,871.63,0,1044.84,0.62,0,0,438.2220014,3.961358927,765.85,77935
0,288.83,28.650000000000002,389.29,10575.630000000001,574.9,357.38,0,194.1,1.18,0,0,271.7559486,2.327203881,459.34,77573
11.14,899.22,135.89000000000001,2084.45,3028.9500000000003,2933.48,3109.33,0,218.64000000000001,0,0,0,524.0232511,4.334070434,1735.74,76915
0,1943,663.9,99.86,7249.79,1428.3600000000001,961.83,0,61.65,1.57,0,0,880.1887552,7.447173545,822.07,73613
0,1162.48,942.0600000000001,45.47,8583.33,827.87,635.04,0,197.29,16.42,0,0,152.4725603,1.286614009,448.24,70777
0,322.18,1317.79,86.05,9005.57,597.07,1079.8700000000001,0,23.11,0.61,0,0,128.5201375,1.083691325,474.2,71092
0,189.11,42.61,10.290000000000001,10297.35,1337.76,528.71,0,3.87,0.26,0,0,198.1784361,1.856365704,755.45,70958
11.14,627.29,3204.26,537.8,6492.06,593.01,928.44,0,19.330000000000002,7.7700000000000005,0,0,391.8733916,3.289246405,368.42,70626
0,5485.91,28.45,307.18,4818.01,1523.21,193.95000000000002,0,53.160000000000004,0.09,0,0,406.8544717,3.691423147,1484.0,69033
0,140.11,756.79,52.71,10562.83,424.59000000000003,463.48,0,9.28,0.17,0,0,226.2368874,1.92870232,281.46,69717
0,7190.46,1.58,122.03,71.5,518.03,259.42,0,4218.13,39.95,0,0,531.4778403,4.399082764,867.88,66883
0,2864.73,257,776.51,6802.37,673.6800000000001,956.5,0,75.68,3.49,0,0,194.1984688,1.711467812,582.61,67783
11.14,1364.46,343.26,653.66,8942.630000000001,741.22,284.34000000000003,0,78.24,2.15,0,0,115.1518464,0.986967496,530.54,66504
0,775.47,1490.6100000000001,127.87,7957.25,605.48,1431.73,0,21.01,0.54,0,0,251.5112985,2.107984124,358.69,65706
0,4098,3.33,62.09,6634.85,610.91,736.89,0,263.86,0.03,0,0,201.4413614,1.823785575,467.16,65232
0,131.13,1067.8,12.13,750.46,1138.74,9295.7,0,14,0,0,0,424.2597668,3.854891294,391.79,65471
0,2196.52,582.57,89.89,5134.24,2366.85,820.21,0,1218.03,1.6500000000000001,0,0,1104.026963,9.342765379,1559.84,64149
0,404.84000000000003,1048.8700000000001,76.48,9318.06,551.97,435.18,0,585.47,0.23,0,0,187.7082854,1.586594324,419.44,63177
0,1985.39,87.85000000000001,1361.07,7543.43,802.41,610.96,0,17.66,1.19,0,0,641.7156777,5.545122601,420.23,63697
0,595.14,88.12,73.56,10189.64,785.89,409.1,0,272.9,6.75,0,0,228.5943845,1.939732407,532.75,64234
0,34.160000000000004,518.15,35.1,9382.64,1219.51,1220.4,0,0,0,0,0,307.262824,2.814992828,956.76,63948
0,192.78,90.14,1065.7,9442.04,779.83,616.3000000000001,0,222.92000000000002,0.25,0,0,328.0752031,2.811446191,526.65,64023
0,5499.45,568.07,990.0500000000001,4594.06,395.42,361.53000000000003,0,12.51,0.01,0,0,106.7928262,0.936906638,326.16,61712
0,92.47,2456.38,440.52,8450.31,536.55,300.58,0,132.29,0.86,0,0,167.8690115,1.419829189,417.1,60949
0,1614.6200000000001,38.800000000000004,2704.84,6483.53,734.83,792.3100000000001,0,41.03,0,0,0,194.7866955,1.616436704,495.93,60810
0,1046.74,98.12,4.44,10581.27,561.92,79.36,0,35.02,3.09,0,0,318.7601983,2.692136018,341.45,59913
0,4086.54,622.87,37.61,7251.85,219.51,147.79,0,41.85,1.94,0,0,182.483757,1.546204469,129.48,59943
0,1019.2900000000001,1386.29,26.95,8239.04,506.56,963.3100000000001,0,260.87,7.65,0,0,182.9747436,1.545213601,327.58,59725
0,2944.51,28.77,146.92000000000002,3864.67,961.51,521.38,0,3713.04,229.16,0,0,201.5240459,1.826620211,1152.94,58851
0,4563.63,142.75,49.46,5632.1,472.03000000000003,451.40000000000003,0,820.36,278.23,0,0,358.3316627,3.031852284,349.47,58770
11.14,4548.14,1.1300000000000001,72.33,7183.4800000000005,225.85,358.69,0,13.120000000000001,7.22,0,0,226.5737775,1.98733986,334.48,57932
0,1079.75,3.13,68.19,10059.4,674.79,530.89,0,4.74,0.21,0,0,153.44818,1.363348779,679.34,57833
0,4450.92,24.16,4825.21,728.6,1120.42,566.26,0,694.12,0.27,0,0,307.4214777,2.633814842,663.42,57698
0,2087.3,38.08,174.43,8484.92,934.69,507.44,0,171.26,34.13,0,0,639.8910676,5.431346667,662.27,56864
0,3369.4500000000003,4.75,46.17,6886.71,544.4300000000001,828.5600000000001,0,596.98,132.91,0,0,198.357782,1.74986766,702.03,56722
11.14,979.62,225.33,1017.37,8588.7,578.9300000000001,949.23,0,70.77,0.01,0,0,155.1563423,1.333873979,434.28,57583
0,289.66,2803.28,204.9,7598.06,510.78000000000003,922.72,0,91.69,0.01,0,0,226.9180362,1.920409544,339.14,57290
11.14,2533.3,1310.38,63.57,7416.79,485.58,536.4300000000001,0,35.34,28.57,0,0,150.8172212,1.268598748,311.02,57246
0,584.44,246.8,1.1300000000000001,10722.130000000001,523.54,273.32,0,56.89,1.71,0,0,213.0969418,1.802682607,337.57,56721
0,2770.25,33.43,1050.67,7463.49,355.03000000000003,624.51,0,105.84,6.74,0,0,109.8892878,0.940521439,293.64,56819
0,523.83,4.69,93.57000000000001,8158.68,1798.24,1296.66,0,534.29,0,0,0,524.1359462,4.789947544,858.95,56618
0,2675.32,1.81,49.42,8654.35,446.91,363.51,0,205.73000000000002,12.91,0,0,205.1745735,1.840682268,341.07,56217
0,2025.41,0.26,26.32,9379.460000000001,403.49,545.55,0,22.27,18.34,0,0,129.1650874,1.145677728,432.61,55632
11.14,1305.3500000000001,322.98,2316.14,7112.9800000000005,476.18,813.88,0,61.64,0.81,0,0,134.2215723,1.152000923,364.19,55841
0,6770.76,0.09,3050.35,1506.74,691.79,389.45,0,0.78,0,0,0,289.1268469,2.692104755,336.83,56044
0,5142.95,2921.92,86.07000000000001,3083,487.98,616.44,0,62.1,9.5,0,0,155.0746809,1.294430295,375.74,54092
11.14,2506.07,14.33,43.94,8638.19,426.16,780.02,0,0.34,0.91,0,0,131.8755938,1.191635183,373.85,54340
0,401.40000000000003,998.15,43.74,9605.44,439.17,894.4300000000001,0,26.89,0.74,0,0,227.1204746,1.895166436,296.92,54746
0,2915.56,43.69,321.61,7737.97,393.47,628.47,0,380.33,0,0,0,179.8726901,1.571705862,289.22,54923
0,895.3100000000001,2939.11,65.97,7248.7300000000005,596.15,651.4,0,12.700000000000001,0.59,0,0,341.967067,2.851573794,365.51,54035
0,98.83,4463.01,337.62,5617.81,984.76,849.88,0,58.050000000000004,0,0,0,165.7011834,1.485953014,160.01,54081
0,2353.93,0.62,22.12,9166.960000000001,318.61,556.37,0,0.51,1.98,0,0,106.4422377,0.956716407,431.22,53530
0,1387.68,466.55,1868.19,7724.25,375.14,576.72,0,11.43,0,0,0,254.6549035,2.16464663,292.29,53143
0,5825.4400000000005,31.53,31.080000000000002,4978.13,118.13,1143.93,0,282.52,10.34,0,0,144.9350782,1.27415314,74.86,52493
0,424.03000000000003,70.23,19.78,10446.52,907.25,447.89,0,93.87,0.39,0,0,125.4370388,1.102584424,583.86,53792
0,7016.24,5.93,201.41,3862.9,667.71,621.67,0,22.73,11.370000000000001,0,0,364.1293965,3.095543317,492.42,53425
0,1435.17,2950.57,222.59,5565.650000000001,690.63,1393.51,0,149.66,2.18,0,0,179.5698583,1.522899894,438.01,53530
0,1283.79,2302.42,303.45,7298.08,359.03000000000003,652.44,0,207.77,2.98,0,0,173.511329,1.451432391,261.84,52688
11.14,709.5500000000001,1611.21,29.93,8110.43,789.3100000000001,979.26,0,180.03,0.24,0,0,133.7616466,1.167436746,469.97,52603
11.15,503.55,150.65,1163.68,9323.26,699.78,246.75,0,333.43,0,0,0,340.5044982,2.900471275,422.86,52394
0,1455.44,380.77,1472.6100000000001,7654.75,450.92,937.8000000000001,0,57.63,0.04,0,0,87.26824392,0.748684855,398.15,52352
11.15,633.04,135.33,81.54,1951.52,368.52,422.39,0,7531.400000000001,36.980000000000004,1260.38,0,154.3953767,1.338771262,222.06,52074
11.14,943.28,568.34,1774.94,7902.25,584.8000000000001,441.59000000000003,0,194.76,0,0,0,124.3544434,1.065903078,412.96,50902
0,1225.64,101.47,15.66,8887.57,398.43,257.85,0,1511.6000000000001,11.74,0,0,172.9245985,1.460126264,264.0,50866
0,3234.56,45.050000000000004,158.07,7226.35,954.4300000000001,656.88,0,101.17,33.45,0,0,436.5163242,3.705638324,768.44,49477
0,2111.4900000000002,87.03,1537.82,5425.82,839.46,836.19,0,1571.32,0.8300000000000001,0,0,285.6666808,2.43269313,550.49,50087
11.14,885.79,3.34,144,6968.7,1524.43,1758.52,0,1123.53,1.6500000000000001,0,0,351.9748606,3.19497175,959.69,49650
0,208.58,41.17,605.39,9719.75,491.95,352.68,0,1001.58,0,0,0,226.2275006,1.942177861,339.79,49764
0,357.71,297.33,32.29,11012.34,436.08,202.48000000000002,0,61.480000000000004,10.25,0,0,358.4666099,3.029287373,240.91,49390
0,225.64000000000001,626.08,20.990000000000002,10420.050000000001,537.16,505.96000000000004,0,71.02,3.06,0,0,179.2966994,1.568392091,352.73,48483
0,963.1700000000001,145.46,89.59,10525.880000000001,543.38,144.58,0,7.21,1.83,0,0,488.1378729,4.128767665,362.61,46490
0,35.1,234.4,160.64000000000001,11022.72,286.83,611.15,0,35.43,23.69,0,0,156.2362883,1.318233818,362.61,46953
0,4510.53,5.42,25.16,7206.95,245.27,415.36,0,0,1.27,0,0,160.4694169,1.454079063,282.31,44719
0,368.53000000000003,843.2,697.0600000000001,8037.26,653.4,1228.92,0,581.59,0,0,0,307.4747982,2.581995089,420.04,46069
0,2156.32,280.87,1123.78,52.1,571.62,1577.38,0,6470.66,188.37,0,0,131.6262297,1.083147248,444.61,44856
0,4652.78,1.4000000000000001,62.370000000000005,6233.650000000001,326.34000000000003,717.64,0,385.99,29.79,0,0,83.75214653,0.744173918,340.49,44019
0,1262.05,4.37,112.43,9667.23,518.97,427.18,0,427.63,1.24,0,0,101.0569281,0.896361967,485.16,44601
0,224.69,135.04,8.22,10325.72,1196.53,500.28000000000003,0,30.62,0,0,0,216.4092996,1.996138503,645.78,44892
0,2830.98,744.71,202.42000000000002,7416.25,547.79,213.22,0,454.59000000000003,0,0,0,305.3653389,2.588298892,305.96,44359
0,2734.5,1.9000000000000001,68.81,8614.73,658.16,272.75,0,50.19,8.92,0,0,451.0853557,3.826128655,490.57,43809
0,3280.25,641.11,23.38,7361.62,379.66,498.18,0,173.85,63.050000000000004,0,0,182.023671,1.535397981,278.29,43850
0,195.44,71.91,9.66,10199.81,665.6800000000001,1257.92,0,9.11,0.43,0,0,208.8063796,1.930100872,358.89,43371
0,1743.31,163.16,829.48,8355.95,532.24,517.57,0,278.81,0.58,0,0,175.1327349,1.490972734,376.12,42851
0,3894.92,18.05,67.35,8118.110000000001,48.96,217.74,0,44.78,0.05,0,0,446.7611917,4.040038882,220.91,41593
11.15,1293.92,4.64,53.410000000000004,9318.25,842.19,724.09,0,184.6,0,0,0,118.1186635,1.069590769,593.86,42248
0,11781.09,24.26,92.89,141.57,209.34,110.41,0,50.4,0,0,0,492.8082876,4.476310252,192.05,42446
0,3634.7200000000003,8.81,502.40000000000003,7100.7,539.4,478.41,0,145.37,0.15,0,0,166.4696026,1.489013337,345.23,41587
0,889.53,0.41000000000000003,30.150000000000002,9967.6,518.59,993.75,0,9.82,0.11,0,0,99.48425673,0.884775884,601.01,41534
0,1762.54,0.49,18.080000000000002,9826.75,353.19,444.53000000000003,0,14.92,0.6,0,0,97.07883518,0.856282334,467.88,41451
0,4604.62,35.18,4404.25,2058.75,381.53000000000003,779.4200000000001,0,146.21,0,0,0,102.1777012,0.990060362,204.59,41552
0,406.43,4287.68,324.73,6136.34,495.3,749.15,0,7.5,2.83,0,0,398.7555707,3.331199474,286.2,41489
0,1021.6,120.09,331.64,9799.710000000001,692.0500000000001,372.42,0,81.27,2.32,0,0,195.3767512,1.672607294,527.21,41171
11.14,11003.26,53,772.7,46.22,155.87,321.42,0,57.49,0,0,0,274.5534237,2.551764433,105.8,41377
0,1795.72,1.5,149.46,5327.96,1153.8500000000001,526.91,0,3451.69,2.87,0,0,594.5556887,5.045585242,846.96,39667
11.15,6347.52,599.58,328.18,3799.26,607.62,406.11,0,328.06,4.7700000000000005,0,0,321.1833311,2.675097719,339.59,40400
0,1322.98,716.66,1224.3,7669.67,723.47,610.9,0,141.98,0,0,0,108.527925,0.964983973,438.7,40192
0,737.58,723.96,1571.97,7242.29,557.97,1268.4,0,307.79,0,0,0,454.8959358,3.907622322,379.54,40000
0,11608.03,16.02,98.45,77.45,168.72,251.28,0,190.01,0,0,0,301.7173806,2.74487141,130.7,40143
0,259.16,82.39,341.51,11108.34,328.42,239.12,0,48.980000000000004,2.04,0,0,258.2513456,2.179094372,167.13,39794
0,9472.300000000001,980.86,601.4,371.23,399.13,585.04,0,0,0,0,0,189.1741438,1.78513278,177.9096,39256
11.14,986.59,1252.24,256.95,6474.360000000001,986.83,1190.1200000000001,0,1232.82,30.05,0,0,256.6188545,2.164296892,662.11,38671
0,4048.12,4.23,23.16,4695.55,171.48,903.02,0,2558.44,5.96,0,0,146.2285527,1.28415174,74.13,38263
0,80.35000000000001,5445.1,806.73,4194.36,485.27,1409.29,0,0,0,0,0,92.16263576,0.77613196,416.36,38994
0,2437.65,4193.53,115.39,4723.63,189.3,737.79,0,3.74,8.93,0,0,190.141942,1.586605642,135.52,38912
0,49.81,699.22,1550.82,2269.54,493.79,1001.8100000000001,0,6000.22,344.75,0,0,222.5453578,1.94955006,252.08,38873
0,3740.48,29.34,152.32,6038.91,864.71,1139.56,0,434.75,9.89,0,0,424.2062674,3.598077387,589.59,37149
0,1190.16,34.95,904.69,8408.210000000001,493.09000000000003,930,0,446.14,13.86,0,0,108.9632381,0.965395706,402.75,38041
11.14,11865.74,0,112.32000000000001,64.99,297.90000000000003,65.77,0,2.8000000000000003,0.44,0,0,677.9193279,5.578335561,316.92,37802
0,3169.51,0.15,18.22,8832.2,93.45,292.73,0,1.71,1.99,0,0,57.63364168,0.520341673,187.73,37052
0,879.84,2.34,56.27,9396.34,624.9300000000001,677.96,0,722.16,50.120000000000005,0,0,104.1471842,0.937985222,515.09,36930
0,1681.45,2.57,1309.99,7113.24,371.23,571.71,0,926.69,433.08,0,0,197.9593468,1.699694551,218.98,36493
0,6729.64,0.8200000000000001,32.96,9.75,310.32,204.9,0,5130.18,2.5300000000000002,0,0,454.8449912,3.771543916,434.08,36828
0,349.09000000000003,2420.79,128.24,8552.39,287.56,671.76,0,11.27,0,0,0,190.8331361,1.606565242,240.68,37420
0,4115.6900000000005,0.05,25.69,7467.97,167.58,630.57,0,0.98,1.43,0,0,133.1248326,1.201509113,419.3,36124
0,231.89000000000001,311.90000000000003,92.86,10959.32,489.42,286.72,0,35.84,2.0100000000000002,0,0,130.0927212,1.103338777,302.53,35850
0,8246.87,9.6,3658.5,103.72,338.1,24.27,0,28.51,0.39,0,0,223.1156258,1.841114743,184.1,36501
0,6632.91,624.59,373.94,2628.09,1032.89,969.71,0,147.83,0,0,0,164.8404128,1.589215871,674.25,35507
0,775.82,4615.09,142.62,5207.99,295.86,1290.38,0,82.10000000000001,0.1,0,0,264.878376,2.219532636,156.33,36031
0,532.62,630.99,2355.23,6487.89,1414.15,986.71,0,2.37,0,0,0,877.7942861,7.473527923,727.54,35611
0,52.33,607.1800000000001,83.68,10518.54,353.73,790.4300000000001,0,15.21,0,0,0,252.1769987,2.118595266,179.21,35565
0,1657.41,5.93,41.42,10013.710000000001,222.92000000000002,459.62,0,8.950000000000001,0,0,0,101.0104184,0.892883719,265.72,35388
11.14,2790.29,613.0600000000001,2140.83,5790.91,264.32,693.96,0,116.09,0.5,0,0,190.9979397,1.62589261,272.3,35056
0,370.76,1960.43,596.34,8637.04,426,393.04,0,26.330000000000002,0.02,0,0,236.367742,1.9897057,243.79,35150
0,3689.6,1.36,32.79,7172.64,56.370000000000005,604.27,0,832.76,20.17,0,0,220.9531784,1.996094492,125.32,34113
0,9653.5,1,1130.94,278.48,963.74,245.83,0,76.36,60.11,0,0,700.1402831,5.776844912,1175.22,33424
0,453.48,148.81,755.67,7944.900000000001,573.3000000000001,534.69,0,1999.07,0.04,0,0,214.3179502,1.833195286,381.01,33706
0,6851.79,22.27,440.6,4124.28,466.84000000000003,476.3,0,34.09,4.93,0,0,219.691598,1.870859562,317.96,33757
0,5790.49,33.97,2129.7,3047.54,657.64,451.09000000000003,0,299.26,0.27,0,0,375.4919529,3.121675568,384.62,34135
0,1164.55,1192.31,3258.83,4137.6,1795.3,805.9,0,55,0.47000000000000003,0,0,1231.169816,10.46146342,713.37,32583
11.14,7017.6900000000005,0,4276.34,295.26,481.33,337.1,0,2.24,0,0,0,429.6885495,4.002451349,160.57,34122
11.15,4460.24,309.57,73.12,4911.78,1092.89,882.23,0,683.67,7.6000000000000005,0,0,536.1302751,4.540414171,690.08,33373
11.14,2709.09,1.09,69.22,8754.53,369.76,398.83,0,45.550000000000004,61.89,0,0,105.2259456,0.931467853,351.44,32695
